file1,file2,score,user_relation,score_with_nonoise
68.wav,168.wav,tensor([0.1240]),different,tensor([0.2478])
68.wav,169.wav,tensor([0.2266]),different,tensor([0.3100])
68.wav,170.wav,tensor([0.2691]),different,tensor([0.3083])
68.wav,171.wav,tensor([0.1117]),different,tensor([0.0857])
68.wav,172.wav,tensor([0.0965]),different,tensor([0.1099])
68.wav,173.wav,tensor([0.1858]),different,tensor([0.2433])
68.wav,174.wav,tensor([0.1107]),different,tensor([0.0830])
68.wav,175.wav,tensor([0.2057]),different,tensor([0.2092])
68.wav,176.wav,tensor([0.2653]),different,tensor([0.1637])
68.wav,177.wav,tensor([0.3395]),different,tensor([0.2024])
68.wav,178.wav,tensor([0.3852]),different,tensor([0.2137])
68.wav,179.wav,tensor([0.3354]),different,tensor([0.1077])
68.wav,180.wav,tensor([0.2884]),different,tensor([0.1195])
68.wav,181.wav,tensor([0.1880]),different,tensor([0.2734])
68.wav,182.wav,tensor([0.1357]),different,tensor([0.2185])
68.wav,183.wav,tensor([0.1717]),different,tensor([0.2358])
68.wav,184.wav,tensor([0.1448]),different,tensor([0.2313])
68.wav,185.wav,tensor([0.1054]),different,tensor([0.2324])
68.wav,186.wav,tensor([0.1219]),different,tensor([0.0316])
68.wav,187.wav,tensor([0.2013]),different,tensor([0.2185])
68.wav,188.wav,tensor([0.2841]),different,tensor([0.2335])
68.wav,189.wav,tensor([0.2159]),different,tensor([0.2272])
68.wav,190.wav,tensor([0.2052]),different,tensor([0.2688])
68.wav,191.wav,tensor([0.1335]),different,tensor([0.2120])
68.wav,192.wav,tensor([0.1173]),different,tensor([0.1787])
68.wav,193.wav,tensor([0.2099]),different,tensor([0.1364])
68.wav,194.wav,tensor([0.1673]),different,tensor([0.0541])
68.wav,195.wav,tensor([0.1732]),different,tensor([0.1243])
68.wav,196.wav,tensor([0.1339]),different,tensor([0.0717])
68.wav,197.wav,tensor([0.1675]),different,tensor([0.2170])
68.wav,198.wav,tensor([0.1759]),different,tensor([0.1548])
68.wav,199.wav,tensor([0.1794]),different,tensor([0.1670])
68.wav,200.wav,tensor([0.2246]),different,tensor([0.1806])
69.wav,70.wav,tensor([0.6518]),same,tensor([0.7605])
69.wav,71.wav,tensor([0.4361]),different,tensor([0.3654])
69.wav,72.wav,tensor([0.6511]),different,tensor([0.6275])
69.wav,73.wav,tensor([0.4770]),different,tensor([0.5008])
69.wav,74.wav,tensor([0.4467]),different,tensor([0.6147])
69.wav,75.wav,tensor([0.6298]),different,tensor([0.6698])
69.wav,76.wav,tensor([0.5350]),different,tensor([0.3550])
69.wav,77.wav,tensor([0.5751]),different,tensor([0.4146])
69.wav,78.wav,tensor([0.5434]),different,tensor([0.3865])
69.wav,79.wav,tensor([0.5514]),different,tensor([0.2977])
69.wav,80.wav,tensor([0.5893]),different,tensor([0.4570])
69.wav,81.wav,tensor([0.6741]),different,tensor([0.6303])
69.wav,82.wav,tensor([0.6505]),different,tensor([0.5918])
69.wav,83.wav,tensor([0.6240]),different,tensor([0.5805])
69.wav,84.wav,tensor([0.6020]),different,tensor([0.6372])
69.wav,85.wav,tensor([0.5774]),different,tensor([0.6476])
69.wav,86.wav,tensor([0.3691]),different,tensor([0.1769])
69.wav,87.wav,tensor([0.3793]),different,tensor([0.2247])
69.wav,88.wav,tensor([0.3447]),different,tensor([0.2250])
69.wav,89.wav,tensor([0.3077]),different,tensor([0.1563])
69.wav,90.wav,tensor([0.3037]),different,tensor([0.2258])
69.wav,91.wav,tensor([0.1902]),different,tensor([0.2170])
69.wav,92.wav,tensor([0.2631]),different,tensor([0.1363])
69.wav,93.wav,tensor([0.2461]),different,tensor([0.2572])
69.wav,94.wav,tensor([0.2965]),different,tensor([0.2633])
69.wav,95.wav,tensor([0.2389]),different,tensor([0.2063])
69.wav,96.wav,tensor([0.2198]),different,tensor([0.1874])
69.wav,97.wav,tensor([0.1813]),different,tensor([0.1620])
69.wav,98.wav,tensor([0.1631]),different,tensor([0.1266])
69.wav,99.wav,tensor([0.1270]),different,tensor([0.1107])
69.wav,100.wav,tensor([0.2862]),different,tensor([0.1882])
69.wav,101.wav,tensor([0.1407]),different,tensor([0.1085])
69.wav,102.wav,tensor([0.0607]),different,tensor([0.1169])
69.wav,103.wav,tensor([0.1032]),different,tensor([0.0666])
69.wav,104.wav,tensor([0.1605]),different,tensor([0.1362])
69.wav,105.wav,tensor([0.1610]),different,tensor([0.1218])
69.wav,106.wav,tensor([0.2239]),different,tensor([0.1558])
69.wav,107.wav,tensor([0.2367]),different,tensor([0.1691])
69.wav,108.wav,tensor([0.2013]),different,tensor([0.1352])
69.wav,109.wav,tensor([0.1760]),different,tensor([0.1141])
69.wav,110.wav,tensor([0.2004]),different,tensor([0.1192])
69.wav,111.wav,tensor([0.1456]),different,tensor([0.1810])
69.wav,112.wav,tensor([0.1313]),different,tensor([0.1902])
69.wav,113.wav,tensor([0.1112]),different,tensor([0.1951])
69.wav,114.wav,tensor([0.1665]),different,tensor([0.1584])
69.wav,115.wav,tensor([0.2046]),different,tensor([0.2155])
69.wav,116.wav,tensor([0.2500]),different,tensor([0.2011])
69.wav,117.wav,tensor([0.1966]),different,tensor([0.2727])
69.wav,118.wav,tensor([0.1788]),different,tensor([0.2007])
69.wav,119.wav,tensor([0.1187]),different,tensor([0.2885])
69.wav,120.wav,tensor([0.2580]),different,tensor([0.2234])
69.wav,121.wav,tensor([0.3036]),different,tensor([0.2494])
69.wav,122.wav,tensor([0.2218]),different,tensor([0.1831])
69.wav,123.wav,tensor([0.1691]),different,tensor([0.0639])
69.wav,124.wav,tensor([0.2612]),different,tensor([0.2160])
69.wav,125.wav,tensor([0.3469]),different,tensor([0.2868])
69.wav,126.wav,tensor([0.1877]),different,tensor([0.1915])
69.wav,127.wav,tensor([0.2191]),different,tensor([0.2133])
69.wav,128.wav,tensor([0.2144]),different,tensor([0.0837])
69.wav,129.wav,tensor([0.2206]),different,tensor([0.1974])
69.wav,130.wav,tensor([0.1691]),different,tensor([0.1639])
69.wav,131.wav,tensor([0.2640]),different,tensor([0.2233])
69.wav,132.wav,tensor([0.2794]),different,tensor([0.2686])
69.wav,133.wav,tensor([0.2649]),different,tensor([0.2339])
69.wav,134.wav,tensor([0.1425]),different,tensor([0.1048])
69.wav,135.wav,tensor([0.2621]),different,tensor([0.2751])
69.wav,136.wav,tensor([0.1188]),different,tensor([0.1613])
69.wav,137.wav,tensor([0.1730]),different,tensor([0.1552])
69.wav,138.wav,tensor([0.2034]),different,tensor([0.1570])
69.wav,139.wav,tensor([0.3029]),different,tensor([0.2151])
69.wav,140.wav,tensor([0.1528]),different,tensor([0.1412])
69.wav,141.wav,tensor([0.1523]),different,tensor([0.3835])
69.wav,142.wav,tensor([0.1307]),different,tensor([0.2338])
69.wav,143.wav,tensor([0.2694]),different,tensor([0.2453])
69.wav,144.wav,tensor([0.1267]),different,tensor([0.1748])
69.wav,145.wav,tensor([0.1010]),different,tensor([0.2356])
69.wav,146.wav,tensor([0.1687]),different,tensor([0.1555])
69.wav,147.wav,tensor([0.2153]),different,tensor([0.1680])
69.wav,148.wav,tensor([0.1741]),different,tensor([0.1385])
69.wav,149.wav,tensor([0.2300]),different,tensor([0.2064])
69.wav,150.wav,tensor([0.1357]),different,tensor([0.1050])
69.wav,151.wav,tensor([0.0800]),different,tensor([0.0558])
69.wav,152.wav,tensor([0.2192]),different,tensor([0.0962])
69.wav,153.wav,tensor([0.2247]),different,tensor([0.1412])
69.wav,154.wav,tensor([0.1402]),different,tensor([0.0509])
69.wav,155.wav,tensor([0.2126]),different,tensor([0.1116])
69.wav,156.wav,tensor([0.2826]),different,tensor([0.1954])
69.wav,157.wav,tensor([0.2550]),different,tensor([0.2292])
69.wav,158.wav,tensor([0.2637]),different,tensor([0.1600])
69.wav,159.wav,tensor([0.2731]),different,tensor([0.2276])
69.wav,160.wav,tensor([0.3243]),different,tensor([0.2532])
69.wav,161.wav,tensor([0.0843]),different,tensor([0.0011])
69.wav,162.wav,tensor([0.1347]),different,tensor([0.0546])
69.wav,163.wav,tensor([0.1322]),different,tensor([0.0793])
69.wav,164.wav,tensor([0.1436]),different,tensor([0.0104])
69.wav,165.wav,tensor([0.1294]),different,tensor([0.0595])
69.wav,166.wav,tensor([0.2213]),different,tensor([0.3576])
69.wav,167.wav,tensor([0.2195]),different,tensor([0.2098])
69.wav,168.wav,tensor([0.1436]),different,tensor([0.2990])
69.wav,169.wav,tensor([0.1524]),different,tensor([0.3082])
69.wav,170.wav,tensor([0.1730]),different,tensor([0.2871])
69.wav,171.wav,tensor([0.1292]),different,tensor([0.1115])
69.wav,172.wav,tensor([0.0917]),different,tensor([0.1688])
69.wav,173.wav,tensor([0.1833]),different,tensor([0.2455])
69.wav,174.wav,tensor([0.1275]),different,tensor([0.1388])
69.wav,175.wav,tensor([0.2608]),different,tensor([0.2513])
69.wav,176.wav,tensor([0.1921]),different,tensor([0.1507])
69.wav,177.wav,tensor([0.1760]),different,tensor([0.1606])
69.wav,178.wav,tensor([0.2691]),different,tensor([0.2262])
69.wav,179.wav,tensor([0.1855]),different,tensor([0.1484])
69.wav,180.wav,tensor([0.1755]),different,tensor([0.1133])
69.wav,181.wav,tensor([0.3433]),different,tensor([0.2418])
69.wav,182.wav,tensor([0.2586]),different,tensor([0.1834])
69.wav,183.wav,tensor([0.2651]),different,tensor([0.1420])
69.wav,184.wav,tensor([0.2779]),different,tensor([0.2213])
69.wav,185.wav,tensor([0.2261]),different,tensor([0.2138])
69.wav,186.wav,tensor([0.1285]),different,tensor([0.0229])
69.wav,187.wav,tensor([0.2123]),different,tensor([0.1588])
69.wav,188.wav,tensor([0.2919]),different,tensor([0.2570])
69.wav,189.wav,tensor([0.2318]),different,tensor([0.2389])
69.wav,190.wav,tensor([0.2727]),different,tensor([0.2959])
69.wav,191.wav,tensor([0.1424]),different,tensor([0.2287])
69.wav,192.wav,tensor([0.1376]),different,tensor([0.1645])
69.wav,193.wav,tensor([0.2559]),different,tensor([0.1845])
69.wav,194.wav,tensor([0.2141]),different,tensor([0.1482])
69.wav,195.wav,tensor([0.1899]),different,tensor([0.1616])
69.wav,196.wav,tensor([0.0475]),different,tensor([0.1186])
69.wav,197.wav,tensor([0.1849]),different,tensor([0.2401])
69.wav,198.wav,tensor([0.1960]),different,tensor([0.1696])
69.wav,199.wav,tensor([0.2775]),different,tensor([0.2548])
69.wav,200.wav,tensor([0.1753]),different,tensor([0.1910])
70.wav,71.wav,tensor([0.5557]),different,tensor([0.4487])
70.wav,72.wav,tensor([0.4561]),different,tensor([0.5837])
70.wav,73.wav,tensor([0.3727]),different,tensor([0.5062])
70.wav,74.wav,tensor([0.5130]),different,tensor([0.6257])
70.wav,75.wav,tensor([0.5293]),different,tensor([0.6530])
70.wav,76.wav,tensor([0.4109]),different,tensor([0.2692])
70.wav,77.wav,tensor([0.4067]),different,tensor([0.3780])
70.wav,78.wav,tensor([0.2880]),different,tensor([0.3314])
70.wav,79.wav,tensor([0.4495]),different,tensor([0.3149])
70.wav,80.wav,tensor([0.3831]),different,tensor([0.3760])
70.wav,81.wav,tensor([0.6107]),different,tensor([0.5510])
70.wav,82.wav,tensor([0.5002]),different,tensor([0.4906])
70.wav,83.wav,tensor([0.4671]),different,tensor([0.4747])
70.wav,84.wav,tensor([0.4797]),different,tensor([0.5138])
70.wav,85.wav,tensor([0.5288]),different,tensor([0.5140])
70.wav,86.wav,tensor([0.2922]),different,tensor([0.2180])
70.wav,87.wav,tensor([0.3266]),different,tensor([0.2295])
70.wav,88.wav,tensor([0.2996]),different,tensor([0.1966])
70.wav,89.wav,tensor([0.1716]),different,tensor([0.0757])
70.wav,90.wav,tensor([0.2902]),different,tensor([0.2437])
70.wav,91.wav,tensor([0.1416]),different,tensor([0.1460])
70.wav,92.wav,tensor([0.1581]),different,tensor([0.1388])
70.wav,93.wav,tensor([0.2617]),different,tensor([0.2041])
70.wav,94.wav,tensor([0.2956]),different,tensor([0.2501])
70.wav,95.wav,tensor([0.2888]),different,tensor([0.2031])
70.wav,96.wav,tensor([0.2475]),different,tensor([0.1114])
70.wav,97.wav,tensor([0.1641]),different,tensor([0.1267])
70.wav,98.wav,tensor([0.1538]),different,tensor([0.1107])
70.wav,99.wav,tensor([0.2209]),different,tensor([0.1048])
70.wav,100.wav,tensor([0.2544]),different,tensor([0.1869])
70.wav,101.wav,tensor([0.2459]),different,tensor([0.1936])
70.wav,102.wav,tensor([0.1581]),different,tensor([0.0918])
70.wav,103.wav,tensor([0.2145]),different,tensor([0.0828])
70.wav,104.wav,tensor([0.2447]),different,tensor([0.1666])
70.wav,105.wav,tensor([0.2346]),different,tensor([0.2285])
70.wav,106.wav,tensor([0.2975]),different,tensor([0.2283])
70.wav,107.wav,tensor([0.2212]),different,tensor([0.1729])
70.wav,108.wav,tensor([0.1862]),different,tensor([0.1421])
70.wav,109.wav,tensor([0.2212]),different,tensor([0.1272])
70.wav,110.wav,tensor([0.2298]),different,tensor([0.1546])
70.wav,111.wav,tensor([0.2454]),different,tensor([0.1911])
70.wav,112.wav,tensor([0.2656]),different,tensor([0.1956])
70.wav,113.wav,tensor([0.2055]),different,tensor([0.2011])
70.wav,114.wav,tensor([0.2457]),different,tensor([0.1833])
70.wav,115.wav,tensor([0.2501]),different,tensor([0.2353])
70.wav,116.wav,tensor([0.1398]),different,tensor([0.1615])
70.wav,117.wav,tensor([0.2623]),different,tensor([0.2326])
70.wav,118.wav,tensor([0.1399]),different,tensor([0.0997])
70.wav,119.wav,tensor([0.1955]),different,tensor([0.2377])
70.wav,120.wav,tensor([0.2468]),different,tensor([0.1683])
70.wav,121.wav,tensor([0.2935]),different,tensor([0.2264])
70.wav,122.wav,tensor([0.2879]),different,tensor([0.1891])
70.wav,123.wav,tensor([0.1566]),different,tensor([-0.0113])
70.wav,124.wav,tensor([0.3966]),different,tensor([0.2867])
70.wav,125.wav,tensor([0.4456]),different,tensor([0.3253])
70.wav,126.wav,tensor([0.2055]),different,tensor([0.1371])
70.wav,127.wav,tensor([0.1537]),different,tensor([0.1521])
70.wav,128.wav,tensor([0.1031]),different,tensor([0.1199])
70.wav,129.wav,tensor([0.1367]),different,tensor([0.2145])
70.wav,130.wav,tensor([0.1493]),different,tensor([0.1336])
70.wav,131.wav,tensor([0.2224]),different,tensor([0.1992])
70.wav,132.wav,tensor([0.2802]),different,tensor([0.2787])
70.wav,133.wav,tensor([0.3071]),different,tensor([0.2369])
70.wav,134.wav,tensor([0.1830]),different,tensor([0.1345])
70.wav,135.wav,tensor([0.2980]),different,tensor([0.2596])
70.wav,136.wav,tensor([0.1032]),different,tensor([0.1736])
70.wav,137.wav,tensor([0.0948]),different,tensor([0.1818])
70.wav,138.wav,tensor([0.1386]),different,tensor([0.1713])
70.wav,139.wav,tensor([0.2867]),different,tensor([0.2287])
70.wav,140.wav,tensor([0.1605]),different,tensor([0.1684])
70.wav,141.wav,tensor([0.1306]),different,tensor([0.2493])
70.wav,142.wav,tensor([0.1184]),different,tensor([0.1868])
70.wav,143.wav,tensor([0.1695]),different,tensor([0.1811])
70.wav,144.wav,tensor([0.0493]),different,tensor([0.0629])
70.wav,145.wav,tensor([0.1324]),different,tensor([0.1198])
70.wav,146.wav,tensor([0.1104]),different,tensor([0.0445])
70.wav,147.wav,tensor([0.1952]),different,tensor([0.1428])
70.wav,148.wav,tensor([0.1563]),different,tensor([0.0076])
70.wav,149.wav,tensor([0.2060]),different,tensor([0.0788])
70.wav,150.wav,tensor([0.0852]),different,tensor([-0.0345])
70.wav,151.wav,tensor([0.0605]),different,tensor([0.0074])
70.wav,152.wav,tensor([0.1636]),different,tensor([0.0687])
70.wav,153.wav,tensor([0.1196]),different,tensor([0.0767])
70.wav,154.wav,tensor([0.0930]),different,tensor([0.0481])
70.wav,155.wav,tensor([0.2015]),different,tensor([0.1546])
70.wav,156.wav,tensor([0.1936]),different,tensor([0.2056])
70.wav,157.wav,tensor([0.2207]),different,tensor([0.2584])
70.wav,158.wav,tensor([0.1927]),different,tensor([0.1438])
70.wav,159.wav,tensor([0.1822]),different,tensor([0.2253])
70.wav,160.wav,tensor([0.2350]),different,tensor([0.2109])
70.wav,161.wav,tensor([0.1216]),different,tensor([0.0355])
70.wav,162.wav,tensor([0.1133]),different,tensor([0.0417])
70.wav,163.wav,tensor([0.1119]),different,tensor([0.0574])
70.wav,164.wav,tensor([0.1659]),different,tensor([0.0644])
70.wav,165.wav,tensor([0.1880]),different,tensor([0.0407])
70.wav,166.wav,tensor([0.1618]),different,tensor([0.3036])
70.wav,167.wav,tensor([0.0969]),different,tensor([0.1401])
70.wav,168.wav,tensor([0.1345]),different,tensor([0.1520])
70.wav,169.wav,tensor([0.1421]),different,tensor([0.2125])
70.wav,170.wav,tensor([0.1285]),different,tensor([0.1857])
70.wav,171.wav,tensor([0.1063]),different,tensor([0.0555])
70.wav,172.wav,tensor([0.0750]),different,tensor([0.0509])
70.wav,173.wav,tensor([0.1505]),different,tensor([0.1713])
70.wav,174.wav,tensor([0.1238]),different,tensor([0.0647])
70.wav,175.wav,tensor([0.2109]),different,tensor([0.1772])
70.wav,176.wav,tensor([0.2738]),different,tensor([0.0739])
70.wav,177.wav,tensor([0.2683]),different,tensor([0.1160])
70.wav,178.wav,tensor([0.3342]),different,tensor([0.2137])
70.wav,179.wav,tensor([0.3060]),different,tensor([0.1792])
70.wav,180.wav,tensor([0.2514]),different,tensor([0.1022])
70.wav,181.wav,tensor([0.3020]),different,tensor([0.1873])
70.wav,182.wav,tensor([0.1419]),different,tensor([0.1566])
70.wav,183.wav,tensor([0.1861]),different,tensor([0.1236])
70.wav,184.wav,tensor([0.1808]),different,tensor([0.1034])
70.wav,185.wav,tensor([0.1348]),different,tensor([0.1121])
70.wav,186.wav,tensor([0.1854]),different,tensor([0.0350])
70.wav,187.wav,tensor([0.1946]),different,tensor([0.1744])
70.wav,188.wav,tensor([0.2487]),different,tensor([0.1560])
70.wav,189.wav,tensor([0.2383]),different,tensor([0.2352])
70.wav,190.wav,tensor([0.2279]),different,tensor([0.3042])
70.wav,191.wav,tensor([0.1155]),different,tensor([0.1729])
70.wav,192.wav,tensor([0.1083]),different,tensor([0.0977])
70.wav,193.wav,tensor([0.1609]),different,tensor([0.0727])
70.wav,194.wav,tensor([0.1526]),different,tensor([0.0246])
70.wav,195.wav,tensor([0.1428]),different,tensor([-0.0098])
70.wav,196.wav,tensor([0.0530]),different,tensor([0.0873])
70.wav,197.wav,tensor([0.2197]),different,tensor([0.2587])
70.wav,198.wav,tensor([0.1884]),different,tensor([0.1519])
70.wav,199.wav,tensor([0.2180]),different,tensor([0.2350])
70.wav,200.wav,tensor([0.1903]),different,tensor([0.1667])
71.wav,72.wav,tensor([0.5309]),same,tensor([0.5258])
71.wav,73.wav,tensor([0.3628]),same,tensor([0.4658])
71.wav,74.wav,tensor([0.5607]),same,tensor([0.4413])
71.wav,75.wav,tensor([0.5089]),same,tensor([0.4959])
71.wav,76.wav,tensor([0.4863]),different,tensor([0.5524])
71.wav,77.wav,tensor([0.4467]),different,tensor([0.4391])
71.wav,78.wav,tensor([0.3604]),different,tensor([0.4768])
71.wav,79.wav,tensor([0.4668]),different,tensor([0.6073])
71.wav,80.wav,tensor([0.4537]),different,tensor([0.5494])
71.wav,81.wav,tensor([0.5015]),different,tensor([0.4846])
71.wav,82.wav,tensor([0.3779]),different,tensor([0.4847])
71.wav,83.wav,tensor([0.3295]),different,tensor([0.3505])
71.wav,84.wav,tensor([0.3294]),different,tensor([0.4352])
71.wav,85.wav,tensor([0.3885]),different,tensor([0.3651])
71.wav,86.wav,tensor([0.1853]),different,tensor([0.1698])
71.wav,87.wav,tensor([0.1819]),different,tensor([0.1936])
71.wav,88.wav,tensor([0.1802]),different,tensor([0.1621])
71.wav,89.wav,tensor([0.1852]),different,tensor([0.1399])
71.wav,90.wav,tensor([0.1239]),different,tensor([0.1074])
71.wav,91.wav,tensor([0.0987]),different,tensor([0.1647])
71.wav,92.wav,tensor([0.1985]),different,tensor([0.2254])
71.wav,93.wav,tensor([0.2772]),different,tensor([0.2201])
71.wav,94.wav,tensor([0.2819]),different,tensor([0.2356])
71.wav,95.wav,tensor([0.2345]),different,tensor([0.2052])
71.wav,96.wav,tensor([0.1313]),different,tensor([0.1156])
71.wav,97.wav,tensor([0.0617]),different,tensor([0.0984])
71.wav,98.wav,tensor([0.0605]),different,tensor([0.0696])
71.wav,99.wav,tensor([0.0500]),different,tensor([0.0916])
71.wav,100.wav,tensor([0.0845]),different,tensor([0.0958])
71.wav,101.wav,tensor([0.1488]),different,tensor([0.2020])
71.wav,102.wav,tensor([0.1235]),different,tensor([0.0903])
71.wav,103.wav,tensor([0.1723]),different,tensor([0.0961])
71.wav,104.wav,tensor([0.1714]),different,tensor([0.1193])
71.wav,105.wav,tensor([0.1344]),different,tensor([0.1991])
71.wav,106.wav,tensor([0.2221]),different,tensor([0.1304])
71.wav,107.wav,tensor([0.1544]),different,tensor([0.0815])
71.wav,108.wav,tensor([0.1416]),different,tensor([0.0763])
71.wav,109.wav,tensor([0.1907]),different,tensor([0.1176])
71.wav,110.wav,tensor([0.2121]),different,tensor([0.1180])
71.wav,111.wav,tensor([0.1935]),different,tensor([0.1728])
71.wav,112.wav,tensor([0.1720]),different,tensor([0.1650])
71.wav,113.wav,tensor([0.1865]),different,tensor([0.1333])
71.wav,114.wav,tensor([0.1822]),different,tensor([0.1450])
71.wav,115.wav,tensor([0.1996]),different,tensor([0.2238])
71.wav,116.wav,tensor([0.1599]),different,tensor([0.2142])
71.wav,117.wav,tensor([0.1880]),different,tensor([0.1549])
71.wav,118.wav,tensor([0.1885]),different,tensor([0.1239])
71.wav,119.wav,tensor([0.2049]),different,tensor([0.2366])
71.wav,120.wav,tensor([0.2259]),different,tensor([0.2339])
71.wav,121.wav,tensor([0.3457]),different,tensor([0.4478])
71.wav,122.wav,tensor([0.4041]),different,tensor([0.4870])
71.wav,123.wav,tensor([0.1976]),different,tensor([0.1722])
71.wav,124.wav,tensor([0.4756]),different,tensor([0.4965])
71.wav,125.wav,tensor([0.4260]),different,tensor([0.4944])
71.wav,126.wav,tensor([0.0878]),different,tensor([0.0741])
71.wav,127.wav,tensor([0.0750]),different,tensor([0.1421])
71.wav,128.wav,tensor([0.0386]),different,tensor([0.0559])
71.wav,129.wav,tensor([0.0855]),different,tensor([0.1003])
71.wav,130.wav,tensor([0.0845]),different,tensor([0.0421])
71.wav,131.wav,tensor([0.1736]),different,tensor([0.1671])
71.wav,132.wav,tensor([0.2042]),different,tensor([0.1985])
71.wav,133.wav,tensor([0.2020]),different,tensor([0.1690])
71.wav,134.wav,tensor([0.1053]),different,tensor([0.0820])
71.wav,135.wav,tensor([0.1997]),different,tensor([0.1961])
71.wav,136.wav,tensor([0.0974]),different,tensor([0.1654])
71.wav,137.wav,tensor([0.0864]),different,tensor([0.1670])
71.wav,138.wav,tensor([0.1574]),different,tensor([0.1596])
71.wav,139.wav,tensor([0.1903]),different,tensor([0.1371])
71.wav,140.wav,tensor([0.1404]),different,tensor([-0.0078])
71.wav,141.wav,tensor([0.2032]),different,tensor([0.2362])
71.wav,142.wav,tensor([0.1507]),different,tensor([0.2307])
71.wav,143.wav,tensor([0.2029]),different,tensor([0.1832])
71.wav,144.wav,tensor([0.1377]),different,tensor([0.1348])
71.wav,145.wav,tensor([0.1942]),different,tensor([0.1153])
71.wav,146.wav,tensor([0.1531]),different,tensor([0.0713])
71.wav,147.wav,tensor([0.2232]),different,tensor([0.1297])
71.wav,148.wav,tensor([0.1240]),different,tensor([0.0403])
71.wav,149.wav,tensor([0.1931]),different,tensor([0.1246])
71.wav,150.wav,tensor([0.0708]),different,tensor([0.0087])
71.wav,151.wav,tensor([0.1321]),different,tensor([0.1248])
71.wav,152.wav,tensor([0.1559]),different,tensor([0.1834])
71.wav,153.wav,tensor([0.1543]),different,tensor([0.2145])
71.wav,154.wav,tensor([0.1009]),different,tensor([0.1073])
71.wav,155.wav,tensor([0.1617]),different,tensor([0.1795])
71.wav,156.wav,tensor([0.1347]),different,tensor([0.1772])
71.wav,157.wav,tensor([0.0391]),different,tensor([0.1183])
71.wav,158.wav,tensor([0.0767]),different,tensor([0.1324])
71.wav,159.wav,tensor([0.0954]),different,tensor([0.1824])
71.wav,160.wav,tensor([0.0828]),different,tensor([0.1900])
71.wav,161.wav,tensor([0.0796]),different,tensor([-0.0059])
71.wav,162.wav,tensor([0.0715]),different,tensor([0.0726])
71.wav,163.wav,tensor([0.1001]),different,tensor([-0.0089])
71.wav,164.wav,tensor([0.1282]),different,tensor([0.0477])
71.wav,165.wav,tensor([0.1750]),different,tensor([0.0450])
71.wav,166.wav,tensor([0.1476]),different,tensor([0.2621])
71.wav,167.wav,tensor([0.1981]),different,tensor([0.2305])
71.wav,168.wav,tensor([0.1787]),different,tensor([0.1205])
71.wav,169.wav,tensor([0.1974]),different,tensor([0.2443])
71.wav,170.wav,tensor([0.2080]),different,tensor([0.2202])
71.wav,171.wav,tensor([0.1318]),different,tensor([0.0792])
71.wav,172.wav,tensor([0.1092]),different,tensor([0.0754])
71.wav,173.wav,tensor([0.2335]),different,tensor([0.1088])
71.wav,174.wav,tensor([0.1726]),different,tensor([0.0999])
71.wav,175.wav,tensor([0.2064]),different,tensor([0.1437])
71.wav,176.wav,tensor([0.3884]),different,tensor([0.1915])
71.wav,177.wav,tensor([0.3133]),different,tensor([0.2050])
71.wav,178.wav,tensor([0.3210]),different,tensor([0.1436])
71.wav,179.wav,tensor([0.3241]),different,tensor([0.1548])
71.wav,180.wav,tensor([0.3092]),different,tensor([0.1978])
71.wav,181.wav,tensor([0.2060]),different,tensor([0.1960])
71.wav,182.wav,tensor([0.0586]),different,tensor([0.1284])
71.wav,183.wav,tensor([0.1140]),different,tensor([0.1909])
71.wav,184.wav,tensor([0.0986]),different,tensor([0.1826])
71.wav,185.wav,tensor([0.0744]),different,tensor([0.1395])
71.wav,186.wav,tensor([0.1645]),different,tensor([0.0955])
71.wav,187.wav,tensor([0.1434]),different,tensor([0.1465])
71.wav,188.wav,tensor([0.1596]),different,tensor([0.1096])
71.wav,189.wav,tensor([0.0861]),different,tensor([0.0875])
71.wav,190.wav,tensor([0.1020]),different,tensor([0.2596])
71.wav,191.wav,tensor([0.2662]),different,tensor([0.1852])
71.wav,192.wav,tensor([0.0750]),different,tensor([0.0375])
71.wav,193.wav,tensor([0.1678]),different,tensor([0.0366])
71.wav,194.wav,tensor([0.2505]),different,tensor([0.0564])
71.wav,195.wav,tensor([0.1680]),different,tensor([0.0470])
71.wav,196.wav,tensor([0.1717]),different,tensor([0.1248])
71.wav,197.wav,tensor([0.2137]),different,tensor([0.1681])
71.wav,198.wav,tensor([0.2340]),different,tensor([0.1089])
71.wav,199.wav,tensor([0.2593]),different,tensor([0.1318])
71.wav,200.wav,tensor([0.2379]),different,tensor([0.1372])
72.wav,73.wav,tensor([0.7030]),same,tensor([0.5875])
72.wav,74.wav,tensor([0.6195]),same,tensor([0.6878])
72.wav,75.wav,tensor([0.7294]),same,tensor([0.6530])
72.wav,76.wav,tensor([0.5064]),different,tensor([0.5180])
72.wav,77.wav,tensor([0.5198]),different,tensor([0.6025])
72.wav,78.wav,tensor([0.5230]),different,tensor([0.6383])
72.wav,79.wav,tensor([0.5171]),different,tensor([0.5571])
72.wav,80.wav,tensor([0.5142]),different,tensor([0.6016])
72.wav,81.wav,tensor([0.5735]),different,tensor([0.5903])
72.wav,82.wav,tensor([0.5576]),different,tensor([0.5484])
72.wav,83.wav,tensor([0.5600]),different,tensor([0.5203])
72.wav,84.wav,tensor([0.5034]),different,tensor([0.5372])
72.wav,85.wav,tensor([0.5210]),different,tensor([0.5006])
